ID,TARGET_LifeExpectancy,Country,Year,Company_Status,Company_Confidence,Company_device_confidence,Device_confidence,Device_returen,Test_Fail,PercentageExpenditure,Engine_Cooling,Gas_Pressure,Obsolescence,ISO_23,TotalExpenditure,STRD_DTP,Engine_failure,GDP,Product_Quantity,Engine_failure_Prevalence,Leakage_Prevalence,IncomeCompositionOfResources,RD
181,82.8,2,2013,1,8,8,8,0,10.11,713.5297354,576,62.3,1,98,1.42,98,0.1,5345.51,1147744,0.9,0.9,0.884,4.01248053
182,76.7,2,2012,1,81,80,82,0,10.22,665.7356115,40,61.9,1,98,1.17,98,0.1,4970.83,1895586,0.9,0.9,0.878,3.987480407
183,79.8,2,2011,1,85,88,82,0,10.05,671.9376566,33,61.6,1,98,1.39,98,0.1,5027.19,1796493,0.9,0.9,0.876,3.974921383
184,77.8,2,2010,1,87,80,94,0,10.47,7191.051507,98,61.3,1,99,9.6,99,0.1,54235.54,179973,0.8,0.8,0.874,3.974921383
185,79,2,2009,1,86,86,86,0,10.25,640.3560918,64,6.9,1,99,9.25,98,0.1,4977.09,16257,0.8,0.8,0.871,3.974921383
186,82,2,2008,1,85,82,88,0,10.98,5579.199083,15,6.6,1,99,9.17,98,0.1,43514.64,1547958,0.8,0.8,0.865,3.962322551
187,78.8,2,2007,1,89,88,90,0,12.27,5068.214488,26,6.2,1,97,9.24,97,0.1,41403.36,1478617,0.8,0.8,0.861,3.962322551
188,76.8,2,2006,1,91,88,94,1,12.05,5160.508378,61,59.8,1,96,9.32,95,0.1,39860.48,1421137,0.8,0.8,0.88,4.335896678
189,77.1,2,2005,1,95,92,98,0,11.28,507.306164,44,59.4,1,96,9.3,95,0.1,4193.23,1376133,0.8,0.8,0.878,4.312771731
190,75.1,2,2004,1,99,96,102,1,11.29,320.3177664,0,59,1,96,8.46,95,0.1,2858.61,1332785,0.8,0.8,0.875,4.335896678
191,76.3,2,2003,1,1,0,2,1,11.01,2943.375396,83,58.5,1,96,8.29,95,0.1,25896.15,128657,0.8,0.8,0.873,4.266145802
192,79.1,2,2002,1,11,8,14,1,11.21,287.2084529,0,58.1,1,96,8.12,95,0.1,2606.75,125125,0.8,0.8,0.869,4.242640687
193,69,182,2017,0,175,174,176,0,6.56,0,0,5.9,0,94,4.76,94,0.2,5432,359288,3.5,3.4,0.706,3.577708764
194,66.7,182,2016,0,177,178,176,0,6.58,670.0920883,0,5.1,0,95,5.79,95,0.2,5434.49,351694,3.4,3.4,0.705,3.577708764
195,69.7,182,2015,0,18,16,20,0,6.56,629.2018591,0,49.3,0,95,5.79,95,0.2,5251.16,344181,3.4,3.4,0.706,3.591656999
196,67.1,182,2014,0,189,188,190,0,6.66,582.8027185,0,48.5,0,98,5.45,98,0.1,5234.48,33671,3.5,3.4,0.702,3.535533906
197,72.6,182,2013,0,188,186,190,0,6.64,605.6286892,0,47.8,0,95,5.61,95,0.5,5058.2,329192,3.5,3.4,0.7,3.521363372
198,69.6,182,2012,0,186,192,180,0,6.76,569.9527122,0,47,0,96,5.85,96,0.2,4865.45,32168,3.5,3.4,0.7,3.521363372
199,70.5,182,2011,0,184,184,184,0,6.85,549.8096097,0,46.3,0,98,5.81,97,0.3,4769.84,313929,3.5,3.4,0.7,3.563705936
200,67.8,182,2010,0,181,182,180,0,7.22,51.25232422,0,45.7,0,94,5.9,94,0.1,500.9,36165,3.5,3.4,0.699,3.577708764
201,69.7,182,2009,0,181,188,174,0,7.24,69.63051047,0,45,0,97,4.76,96,0.6,4843.86,29847,3.5,3.5,0.7,3.577708764
202,67.7,182,2008,0,184,186,182,0,6.48,387.3324928,0,44.4,0,98,4.4,98,0.6,4689.86,29747,3.6,3.5,0.692,3.507135583
203,69.6,182,2007,0,191,188,194,0,6.25,365.799896,0,43.8,0,96,4.45,96,0.8,4405.33,283277,3.6,3.5,0.695,3.577708764
204,67.2,182,2006,0,197,202,192,0,6.2,325.6807462,0,43.2,0,97,4.39,97,0.8,4291.32,27689,3.6,3.5,0.691,3.535533906
205,71.5,182,2005,0,21,22,20,0,5.67,312.7995946,0,42.6,0,95,4.53,96,1.5,4121.59,26913,3.6,3.6,0.684,3.492849839
206,67,182,2004,0,199,194,204,0,4.99,262.8299189,0,42,0,93,4.38,89,0.1,3983.35,26226,3.7,3.6,0.678,3.449637662
207,66.2,182,2003,0,21,20,22,0,4.9,251.6586929,0,41.4,0,96,4.5,96,0.4,3829.59,254984,3.7,3.7,0.677,3.435112807
208,67.4,182,2002,0,196,182,210,0,4.79,219.0239836,0,4.8,0,91,3.98,91,0.3,3768.15,247315,3.8,3.7,0.668,3.420526275
209,55.8,21,2017,0,249,238,260,25,1.19,0,55,25.7,39,78,4.59,82,1,878.02,1575952,6.9,6.8,0.481,3.271085447
210,59.6,21,2016,0,252,258,246,25,0.01,90.12206791,786,25.2,39,74,4.59,78,1.1,1056.93,1286712,7.1,6.9,0.475,3.271085447
211,61.6,21,2015,0,251,260,242,25,0.01,87.4080423,637,24.6,39,73,4.59,77,1.2,1025.1,14451,7.2,7.1,0.466,3.209361307
212,60.3,21,2014,0,251,256,246,25,0.01,9.80407467,288,24.1,39,8,4.86,8,1.3,938.51,972916,7.4,7.3,0.458,3.16227766
213,58.5,21,2013,0,251,250,252,25,1.4,110.2633619,426,23.5,39,77,5.37,75,1.4,925.06,94682,7.6,7.5,0.454,3.130495168
214,60,21,2012,0,254,250,258,25,1.33,94.25737917,392,23,39,77,4.95,76,1.4,848.62,9199259,7.8,7.6,0.451,3.082207001
215,57.3,21,2011,0,259,250,268,25,1.16,71.01399249,1461,22.5,39,8,4.46,79,1.6,888.67,894476,7.9,7.8,0.448,3.049590136
216,57.4,21,2010,0,278,258,298,25,1.28,7.615430126,928,22,39,77,4.2,75,1.8,92.01,8696916,8.1,8,0.444,3.016620626
217,56.4,21,2009,0,283,290,276,25,1.12,7.49281752,341,21.5,39,82,4.55,82,2,85.72,8454791,8.3,8.2,0.438,2.983286778
218,56.6,21,2008,0,284,292,276,25,1.19,75.91429496,176,21,39,76,4.75,74,2,700.94,8216896,8.5,8.4,0.434,2.949576241
219,57.6,21,2007,0,285,282,288,25,1.13,7.106997355,210,2.5,39,73,4.73,7,2.1,69.22,7982225,8.7,8.6,0.43,2.915475947
220,54.3,21,2006,0,285,272,298,25,1.15,10.73628066,262,2.1,39,74,4.56,72,2.1,653.51,7754,8.9,8.8,0.423,2.846049894
221,53.5,21,2005,0,285,284,286,25,1.35,8.931827297,217,19.7,40,75,4.63,73,2.1,581.61,752555,9.1,9,0.416,2.774887385
222,54.7,21,2004,0,283,276,290,25,1.23,40.48815233,1588,19.2,40,76,4.27,75,2.1,468.94,7295394,9.3,9.2,0.407,2.701851217
223,55.2,21,2003,0,281,290,272,25,1.29,45.33476384,5859,18.8,40,77,4.69,76,2.1,424.18,776733,9.5,9.4,0.395,2.569046516
224,53.6,21,2002,0,279,294,264,25,1.34,37.38182018,4244,18.4,40,78,4.34,78,2,419.1,6865951,9.7,9.6,0.389,2.529822128
225,75.4,117,2017,0,211,206,216,0,0.21,0,11,24.5,0,98,5.27,99,0.5,2927.28,787386,15.4,16,0.604,3.535533906
226,67.7,117,2016,0,216,218,214,0,0.01,209.3921344,0,23.6,1,98,3.57,99,0.5,2825.53,776448,15.7,16.2,0.596,3.535533906
227,69.2,117,2015,0,219,216,222,0,0.01,19.79057439,0,22.7,1,97,3.83,97,0.6,264.19,764961,15.9,16.5,0.589,3.54964787
228,72.6,117,2014,0,223,214,232,0,0.01,188.7373664,1,21.9,1,97,3.7,97,0.6,2713.55,752967,16.1,16.7,0.581,3.507135583
229,67.1,117,2013,0,225,222,228,0,0.23,289.8524057,10,21.1,1,95,4.73,95,0.5,2753.47,7451,16.3,17,0.572,3.449637662
230,68.8,117,2012,0,228,224,232,1,0.28,244.0391949,21,2.3,1,92,5.17,91,0.5,2440.39,727641,16.6,17.3,0,3.376388603
231,69.4,117,2011,0,232,246,218,1,0.17,27.48907048,6,19.5,1,93,6.3,93,0.4,198.5,714458,16.8,17.5,0,3.301514804
232,65.8,117,2010,0,234,228,240,1,0.21,302.667579,7,18.8,1,96,6.58,96,0.4,2010.6,795,17.1,17.8,0,3.240370349
233,65,117,2009,0,238,234,242,1,0.16,283.806236,11,18,1,93,5.88,95,0.3,1950.08,686958,17.3,18.1,0,3.178049716
234,69.9,117,2008,0,245,242,248,1,0.29,169.2023968,2,17.4,1,96,5.27,95,0.3,1495.71,672228,17.5,18.3,0,3.098386677
235,64.1,117,2007,0,254,248,260,1,0.73,145.5965445,11,16.7,1,95,5.28,95,0.3,1397.33,656639,17.8,18.6,0,3.033150178
236,64.7,117,2006,0,263,272,254,1,0.96,2.586698228,3,16.1,1,9,4.41,89,0.3,221.15,64282,18,18.8,0,2.966479395
237,62.6,117,2005,0,273,262,284,1,0.52,19.15664091,0,15.5,1,96,4.9,95,0.2,1117.47,623434,18.3,19.1,0,2.898275349
238,63.1,117,2004,0,282,286,278,1,0.29,151.9755193,27,14.9,1,89,7.75,86,0.1,991.91,66399,18.6,19.4,0,2.828427125
239,62.5,117,2003,0,29,30,28,1,0.14,8.574029812,756,14.4,1,88,5.91,88,0.1,98.49,5896,18.9,19.6,0,2.75680975
240,62.5,117,2002,0,312,306,318,1,0.17,93.35872844,418,13.9,1,98,6.91,92,0.1,857.77,573416,19.2,19.9,0,2.701851217
241,65.1,135,2017,0,256,248,264,2,5.51,0,0,37.9,2,96,5.56,95,2.2,7316.57,229197,6.4,6.1,0.698,3.54964787
242,65.1,135,2016,0,268,260,276,2,0.01,662.802194,1,37.3,2,96,5.41,95,2.3,8397.49,2168573,6.7,6.4,0.697,3.54964787
243,64.7,135,2015,0,286,282,290,2,0.01,1.117811275,1,36.8,2,96,5.84,95,2.8,86.94,212857,7,6.7,0.693,3.54964787
244,63.4,135,2014,0,3,2,4,2,0.01,12.83447357,7,36.2,3,96,6.27,95,4.4,816.74,289315,7.3,7,0.687,3.535533906
245,60.6,135,2013,0,325,324,326,2,5.76,668.9562854,8,35.7,3,96,5.25,95,5.5,8562.64,251339,7.7,7.4,0.678,3.521363372
246,60,135,2012,0,349,332,366,2,5.99,547.0386679,853,35.2,3,96,5.64,95,6.2,7107.69,214866,8,7.8,0.669,3.507135583
247,60.3,135,2011,0,393,384,402,2,5.01,426.7855662,184,34.7,3,96,6.39,96,9,5808.02,1979882,8.4,8.2,0.661,3.492849839
248,56.2,135,2010,0,427,436,418,2,6.56,476.8625872,0,34.2,3,96,5.55,96,12.7,6298.19,1946351,8.8,8.6,0.646,3.478505426
249,58.4,135,2009,0,436,454,418,2,6.21,512.5887995,1,33.7,3,96,4.71,96,13.4,6400.22,1914414,9.2,9,0.63,3.478505426
250,58,135,2008,0,491,508,474,2,6.45,76.31867911,6,33.2,3,96,4.93,96,14.4,6019.5,1884238,9.6,9.4,0.61,3.449637662
251,52.6,135,2007,0,566,560,572,2,6.37,629.8425643,5,32.7,3,96,5.62,96,20.6,5993.4,1855852,1,9.9,0.593,3.449637662
252,53.1,135,2006,0,652,696,608,2,4.9,469.5823898,1,32.2,4,96,5.56,96,28.4,5484.17,182933,1.5,1.4,0.58,3.435112807
253,48,135,2005,0,693,684,702,2,5.51,299.3671252,59,31.6,4,96,4.65,96,31.9,4663.3,184339,1.9,1.8,0.567,3.435112807
254,46.4,135,2004,0,699,676,722,2,6.41,6.3300072,7,31.1,4,97,6.47,97,34.6,398.29,1779953,11.4,11.3,0.558,3.449637662
255,47,135,2003,0,679,696,662,2,5.48,306.9527349,1,3.5,4,97,5.73,97,37.2,3504.46,1754935,11.8,11.8,0.56,3.435112807
256,48.2,135,2002,0,647,660,634,2,5.37,250.8916484,2672,29.9,4,97,4.64,97,38.8,3751.65,172834,12.3,12.2,0.559,3.420526275
257,75.8,39,2017,0,142,146,138,42,7.21,0,214,56.1,47,98,8.27,96,0.1,9808.13,2596218,2.7,2.6,0.754,3.898717738
258,75,39,2016,0,144,146,142,44,7.32,83.16465362,876,55.3,49,96,8.32,93,0.1,1373.81,24213133,2.7,2.7,0.747,3.898717738
259,72.8,39,2015,0,146,150,142,46,7.24,916.270845,220,54.5,52,96,8.48,97,0.1,13682.98,2248632,2.8,2.7,0.734,3.768288736
260,72.4,39,2014,0,148,140,156,49,7.55,843.1946259,2,53.6,54,96,8.26,95,0.1,13766.44,256983,2.8,2.8,0.73,3.768288736
261,74.5,39,2013,0,152,144,160,51,7.58,1084.999766,43,52.8,57,98,8.9,99,0.1,14747.57,198686688,2.9,2.8,0.724,3.741657387
262,74.7,39,2012,0,154,150,158,54,7.52,1111.191325,68,52,61,99,8.27,99,0.1,12571.05,196796269,2.9,2.9,0.716,3.714835124
263,75.9,39,2011,0,157,160,154,57,7.33,564.5233902,0,51.1,64,99,8.65,99,0.1,9579.79,194895996,3,2.9,0.714,3.714835124
264,69.3,39,2010,0,158,140,176,61,7.21,526.3780636,0,5.3,68,99,8.24,99,0.1,9842.13,19297929,3,3,0.704,3.646916506
265,72.8,39,2009,0,159,156,162,65,7.19,394.9321299,0,49.4,73,99,8.28,99,0.1,8191.18,19126637,3.1,3,0.7,3.674234614
266,70.6,39,2008,0,161,158,164,70,7.1,30.30374691,57,48.6,79,99,8.36,99,0.1,656.48,18912412,3.1,3.1,0.698,3.714835124
267,70.8,39,2007,0,163,164,162,75,6.97,23.76370075,6,47.8,85,99,8.27,99,0.1,534.44,186917361,3.2,3.1,0.694,3.714835124
268,67.8,39,2006,0,17,18,16,81,6.85,186.6090485,0,46.9,93,99,7.7,99,0.1,4058.29,184738458,3.2,3.2,0.695,3.741657387
269,69.5,39,2005,0,172,172,172,88,6.95,15.85781237,2,46.1,100,99,6.94,99,0.1,402.74,182482149,3.3,3.3,0.699,3.847076812
270,68.8,39,2004,0,176,182,170,95,7,140.9824766,1,45.3,109,99,7.13,99,0.1,3158.01,1815121,3.3,3.3,0.692,3.820994635
271,72.4,39,2003,0,179,168,190,103,7.13,149.4802091,1,44.5,118,99,7.19,98,0.1,3524.59,1777567,3.4,3.4,0.685,3.78153408
272,74,39,2002,0,183,194,172,111,7.26,179.4777293,36,43.7,127,99,7.3,98,0.1,4187.81,175287587,3.4,3.4,0.677,3.754996671
273,79,185,2017,0,78,74,82,0,0.25,0,4,41.2,0,99,2.65,99,0.1,4444.04,127445,5.7,5.1,0.864,3.860051813
274,80.3,185,2016,0,8,6,10,0,0.01,269.1432784,1,4.2,0,99,2.65,99,0.1,4659.05,127445,5.7,5.2,0.863,3.872983346
275,79.2,185,2015,0,84,84,84,0,0.01,2845.306444,0,39.2,0,99,2.61,99,0.1,49948.95,127445,5.8,5.2,0.86,3.860051813
276,78,185,2014,0,79,78,80,0,0.01,3192.634413,1,38.2,0,99,2.3,99,0.1,53369.41,127445,5.8,5.3,0.852,3.794733192
277,76.7,185,2013,0,79,76,82,0,0.97,295.7730171,4,37.2,0,99,2.25,97,0.1,5283.35,127445,5.9,5.4,0.846,3.754996671
278,74.2,185,2012,0,79,80,78,0,0.88,2218.364226,0,36.2,0,99,2.73,95,0.1,39500.29,127445,5.9,5.4,0.845,3.768288736
279,74.1,185,2011,0,88,86,90,0,0.25,1873.686852,2,35.2,0,99,2.85,99,0.1,31321.33,127445,6,5.5,0.841,3.754996671
280,79.4,185,2010,0,84,86,82,0,0.67,2538.941033,3,34.2,0,97,2.23,98,0.1,42505.44,127445,6.1,5.6,0.84,3.768288736
281,76.7,185,2009,0,1,0,2,0,0.85,2048.557422,0,33.2,0,95,2.32,99,0.1,36593.05,127445,6.2,5.7,0.84,3.78153408
282,73.2,185,2008,0,93,92,94,0,0.67,24.97532919,0,32.2,0,94,2.24,97,0.1,446.84,127445,6.3,5.8,0.837,3.78153408
283,76.9,185,2007,0,92,92,92,0,0.16,179.7147814,9,31.2,0,93,2.62,94,0.1,2925.59,127445,6.4,5.9,0.834,3.754996671
284,75.4,185,2006,0,89,90,88,0,0.11,1504.30004,16,3.1,0,92,3.1,92,0.1,24524.25,127445,6.5,6,0.828,3.701351105
285,77,185,2005,0,89,90,88,0,0.12,1406.51194,24,29.1,0,99,3.9,92,0.1,20782.23,127445,6.6,6.1,0.823,3.660601044
286,73.3,185,2004,0,95,86,104,0,0.13,941.7036868,0,28,0,99,3.4,94,0.1,18867.77,127445,6.7,6.1,0.82,3.646916506
287,73.1,185,2003,0,19,16,22,0,0.47,1078.66244,11,27,0,99,3.6,97,0.1,18444.3,127445,6.8,6.2,0.819,3.660601044
288,74.9,185,2002,0,16,16,16,0,0.37,11.79686108,42,26.1,0,99,3.5,99,0.1,211.06,127445,6.8,6.3,0.818,3.660601044
289,74.8,170,2017,1,137,146,128,0,10.89,0,0,65.7,1,91,7.23,91,0.1,7832.69,7177991,1.9,1.8,0.792,3.872983346
290,75.8,170,2016,1,138,140,136,1,12.03,153.1400362,0,65.1,1,88,8.44,88,0.1,8795.74,7223938,1.9,1.9,0.787,3.847076812
291,76.2,170,2015,1,14,14,14,1,12.06,149.659879,14,64.5,1,95,7.93,95,0.1,8595.85,7265115,1.9,1.9,0.781,3.794733192
292,74,170,2014,1,139,126,152,1,10.99,851.450672,1,63.9,1,95,7.11,95,0.1,8263.65,735888,1.9,1.9,0.778,3.78153408
293,75,170,2013,1,144,138,150,1,10.67,875.1495189,157,63.3,1,95,6.88,95,0.1,8751.5,7348328,2,2,0.775,3.768288736
294,74.7,170,2012,1,147,152,142,1,10.8,766.4454884,22004,62.7,1,94,7.24,94,0.1,7664.45,7395599,2,2,0.77,3.728270376
295,74.1,170,2011,1,152,146,158,1,10.93,661.5144334,2249,62.1,1,94,6.78,94,0.1,7790.71,7444443,2,2.1,0.768,3.714835124
296,71,170,2010,1,155,158,152,1,10.98,107.9826127,1,61.5,1,96,6.61,95,0.1,8171.66,7492561,2.1,2.1,0.761,3.714835124
297,74.3,170,2009,1,157,162,152,1,10.89,591.5100978,1,6.9,1,95,6.41,95,0.1,6644.85,7545338,2.1,2.2,0.755,3.674234614
298,73.7,170,2008,1,161,164,158,1,10.39,508.6304588,1,6.3,1,96,6.67,95,0.1,5054.71,76122,2.2,2.2,0.75,3.674234614
299,73.2,170,2007,1,16,14,18,1,10.48,456.3404657,3,59.7,1,97,7.8,96,0.1,4360.93,7658972,2.2,2.3,0.745,3.674234614
300,70.9,170,2006,1,157,146,168,1,10.96,384.1473028,0,59.1,1,94,7.9,95,0.1,3787.37,771686,2.3,2.3,0.738,3.646916506
301,72.1,170,2005,1,155,154,156,1,11.19,32.38616103,0,58.6,1,96,7.43,96,0.1,304.04,7775327,2.3,2.4,0.729,3.591656999
302,73.9,170,2004,1,157,156,158,1,10.2,33.26778134,0,58.1,1,94,7.41,93,0.1,322.04,7837161,2.4,2.4,0.723,3.591656999
303,73.5,170,2003,1,16,14,18,1,10.72,25.06262895,8,57.5,1,94,7.23,94,0.1,1976.77,89142,2.4,2.5,0.713,3.591656999
304,72.3,170,2002,1,163,152,174,1,9.69,15.2357274,46,57,1,94,6.7,93,0.1,189.6,817172,2.5,2.5,0.709,3.591656999
305,57.7,27,2017,0,26,26,26,38,4.55,0,99,19.4,61,91,5.91,91,0.6,689.46,1811624,8,7.5,0.399,2.774887385
306,56.4,27,2016,0,268,266,270,39,0.01,8.386339501,343,18.8,63,91,4.96,91,0.6,84.16,17585977,8.2,7.7,0.398,2.774887385
307,57.9,27,2015,0,27,26,28,40,4.64,88.97040214,375,18.2,66,89,5.91,88,0.7,783.39,1772723,8.4,7.9,0.392,2.738612788
308,55,27,2014,0,271,272,270,41,4.75,78.76987363,7362,17.7,68,9,5.33,9,0.8,754.68,16571216,8.6,8.1,0.384,2.683281573
309,61.4,27,2013,0,275,284,266,42,4.51,85.55592906,860,17.1,71,9,5.17,91,0.9,746.86,168194,8.8,8.4,0.377,2.588435821
310,57.9,27,2012,0,279,292,266,43,4.55,90.46018236,2511,16.6,74,9,7.17,91,1,644.5,1565217,9,8.6,0.365,2.50998008
311,57.4,27,2011,0,283,298,268,44,4.55,81.14304705,54118,16.1,77,91,7.41,92,1.1,619.08,1514199,9.3,8.8,0.356,2.42899156
312,55.4,27,2010,0,288,278,298,45,4.5,107.7988339,395,15.6,80,92,6.77,93,1.5,638.13,14689726,9.5,9.1,0.345,2.323790008
313,55.2,27,2009,0,293,276,310,46,4.58,73.92730583,12,15.1,83,93,6.63,89,1.7,532.12,1425221,9.8,9.3,0.334,2.213594362
314,52,27,2008,0,32,34,30,47,4.73,64.24025208,125,14.6,86,94,6.58,86,2,473.35,13829177,1,9.6,0.325,2.167948339
315,53.4,27,2007,0,313,316,310,48,4.88,8.769989329,253,14.2,89,94,6.87,82,2.3,52.64,1342193,1.3,9.8,0,2.073644135
316,55.2,27,2006,0,323,326,320,49,4.54,56.96108089,77,13.7,91,83,6.45,79,2.5,415.88,133569,1.5,1.1,0,1.974841766
317,49.5,27,2005,0,332,326,338,49,4.58,41.60951275,2946,13.3,92,83,5.61,79,2.9,372.23,12654621,1.7,1.3,0,1.949358869
318,55.2,27,2004,0,338,328,348,49,4.53,3.195566831,1744,12.9,93,69,5.26,69,3.2,29.98,122931,11,1.6,0,1.897366596
319,55.6,27,2003,0,344,364,324,48,4.56,23.1016899,4174,12.5,93,62,4.85,62,3.6,263.75,11944587,11.2,1.8,0,1.870828693
320,54.4,27,2002,0,348,352,344,48,3.71,19.83929597,6074,12.2,92,45,5.6,45,4,253.65,1167942,11.4,11.1,0,1.843908891
321,58.8,95,2017,0,288,274,302,21,4.5,0,9,18.7,31,94,7.54,94,0.7,37.72,119927,7.3,7.2,0.406,3.255764119
322,56.6,95,2016,0,297,318,276,22,0.01,41.25159038,0,18.2,32,95,7.54,95,0.7,350.28,989179,7.4,7.3,0.404,3.255764119
323,60.6,95,2015,0,33,32,34,22,0.01,40.15128458,0,17.6,32,96,8.3,96,1,316.69,96186,7.4,7.4,0.398,3.240370349
324,58.3,95,2014,0,312,298,326,22,0.01,38.73170505,49,17.1,33,96,8.21,96,1.2,297.12,931971,7.5,7.5,0.393,3.209361307
325,55.9,95,2013,0,321,324,318,22,4.16,3.595980333,129,16.6,33,95,8.58,96,1.5,29.66,94358,7.6,7.6,0.385,3.146426545
326,53.8,95,2012,0,33,32,34,23,4.16,31.14187566,495,16.1,34,94,8.82,96,1.9,258.94,876693,7.7,7.7,0.361,3.049590136
327,56.4,95,2011,0,338,342,334,23,4.05,2.030494673,305,15.7,34,96,6.96,94,2.4,27.94,848931,7.8,7.8,0.336,2.93257566
328,58.6,95,2010,0,35,36,34,23,4.33,15.99415192,173,15.2,35,89,7.86,92,2.9,219.8,8212264,7.9,7.9,0.319,2.810693865
329,55.5,95,2009,0,355,366,344,24,4.54,1.72659515,43,14.8,36,93,1.3,99,3.4,19.94,7939573,8,8,0.309,2.683281573
330,53.2,95,2008,0,361,354,368,24,4.5,21.24915339,784,14.5,36,88,11.49,92,3.8,185.78,7675338,8.1,8.2,0.29,2.42899156
331,57.9,95,2007,0,369,386,352,24,5.54,1.747440948,0,14.1,37,82,9.84,87,4.3,17.44,7423289,8.2,8.3,0.286,2.366431913
332,51.6,95,2006,0,378,366,390,24,5.72,11.22655347,2,13.8,38,76,7.1,83,4.8,142.72,7182451,8.4,8.4,0.279,2.28035085
333,50.7,95,2005,0,387,406,368,24,5.84,6.545263634,224,13.5,38,75,5.25,82,5.1,126.39,6953113,8.5,8.5,0.276,2.167948339
334,50.4,95,2004,0,387,386,388,24,5.98,9.660010196,1016,13.3,39,74,5.15,81,5.2,137.13,6741569,8.7,8.7,0.268,2.097617696
335,53.6,95,2003,0,385,378,392,25,6.09,10.61917585,0,13,40,72,4.96,81,5.3,149.79,6555829,8.8,8.8,0.268,2.121320344
336,58,95,2002,0,386,366,406,25,6.61,9.696689164,18363,12.8,41,71,4.98,8,5.2,152.32,6476,9,8.9,0.268,2.121320344
337,73.4,28,2017,0,114,116,112,0,4.16,0,0,31.3,0,93,4.81,93,0.2,3308.61,532913,6.6,6.6,0.646,3.674234614
338,73.5,28,2016,0,117,118,116,0,0.01,414.0242418,0,3.5,0,95,4.76,95,0.2,3953.17,526437,6.8,6.7,0.643,3.674234614
339,69.9,28,2015,0,12,12,12,0,0.01,325.6298627,0,29.7,0,93,4.29,93,0.2,3985.85,5216,6.9,6.9,0.643,3.687817783
340,72.2,28,2014,0,121,116,126,0,0.01,33.55888998,0,29,0,94,4.61,94,0.3,390.3,513979,7.1,7.1,0.636,3.633180425
341,73.2,28,2013,0,122,116,128,0,5.07,4.409153436,0,28.2,0,9,4.6,9,0.3,411.52,5867,7.3,7.2,0.632,3.619392214
342,69.6,28,2012,0,123,122,124,0,4.75,286.8907303,0,27.5,0,99,4.83,99,0.4,3710.37,52384,7.4,7.4,0.627,3.563705936
343,72.9,28,2011,0,124,126,122,0,4.45,339.9777364,0,26.8,0,99,4.24,99,0.4,3857.9,496963,7.6,7.6,0.621,3.521363372
344,70.8,28,2010,0,124,114,134,0,4.16,360.6208825,0,26.2,0,99,3.96,99,0.4,4075.63,491723,7.8,7.8,0.615,3.492849839
345,71.5,28,2009,0,126,130,122,0,5.28,345.463714,0,25.5,0,98,4.3,98,0.6,3485.76,486438,8.1,8,0.602,3.449637662
346,72.5,28,2008,0,129,126,132,0,4.25,26.45133197,0,24.9,0,97,5.11,96,0.6,262.4,48795,8.3,8.3,0.596,3.449637662
347,72.3,28,2007,0,134,130,138,0,4.26,3.349816965,0,24.3,0,95,4.86,95,0.8,277.91,474567,8.5,8.5,0.582,3.346640106
348,68.9,28,2006,0,14,12,16,0,4.19,240.139715,0,23.7,0,94,5.6,93,0.8,2213.63,467664,8.7,8.7,0.574,3.33166625
349,72.2,28,2005,0,144,136,152,0,4.16,209.0865,0,23.2,0,93,5,92,0.9,1981.19,46147,8.9,8.9,0.572,3.361547263
350,81.1,28,2004,0,148,144,152,0,3.82,155.2072669,0,22.6,0,92,5.17,91,0.8,1538.34,45216,9.2,9.1,0.569,3.361547263
351,75.6,28,2003,0,152,154,150,0,3.81,150.7434862,0,22.1,0,91,5.19,9,0.8,1421.15,443716,9.4,9.3,0.562,3.31662479
352,72,28,2002,0,155,158,152,0,3.49,122.5744699,2,21.5,0,9,4.81,9,0.8,1388.1,43579,9.6,9.5,0,3.361547263
353,54.1,102,2017,0,397,398,396,15,1.5,0,150,22.7,21,47,4.1,47,4.4,390.19,45461,8.2,8.2,0.347,2.664582519
354,53.7,102,2016,0,437,394,480,15,0.01,53.43964323,210,22.1,22,47,4.2,47,4.5,422.39,4515392,8.4,8.3,0.345,2.664582519
355,50.4,102,2015,0,451,444,458,16,0.01,52.37766601,596,21.6,23,23,3.82,23,5.1,377.98,4499653,8.5,8.5,0.37,2.664582519
356,54.5,102,2014,0,439,442,436,16,0.01,7.344808214,141,21.2,23,47,3.62,47,5.1,544.78,449416,8.7,8.6,0.366,2.664582519
357,49.7,102,2013,0,443,434,452,16,1.66,58.52947463,679,2.7,24,47,3.73,47,5.8,553.66,4476153,8.8,8.8,0.361,2.607680962
358,49,102,2012,0,446,462,430,17,1.67,43.48359197,2,2.2,24,46,3.9,45,6.6,500.02,4448525,9,8.9,0.352,2.569046516
359,48.8,102,2011,0,453,464,442,17,1.56,40.45156933,11,19.8,25,45,3.58,42,7.3,503.96,44423,9.1,9.1,0.345,2.529822128
360,46.9,102,2010,0,477,452,502,17,1.52,67.34137528,12,19.4,25,46,4.3,45,8.3,511.68,4345386,9.3,9.2,0.338,2.50998008
361,41.2,102,2009,0,495,514,476,17,1.5,60.04884821,49,19,26,46,4.4,48,9,444.81,42758,9.4,9.4,0.33,2.48997992
362,46.7,102,2008,0,56,52,60,17,1.54,46.90117916,3,18.6,26,47,3.99,51,10,389.39,421758,9.6,9.6,0.323,2.449489743
